user_name,user_url,rating_num,comment_time,content,vote_count,attitude
壹安2,https://www.douban.com/people/rayland/,user-stars allstar50 rating,2020/6/12,豆瓣新式zzzq：周杰伦的新歌真难听，张艺谋的电影早不看，娄烨拉的S都是香的，您居然在看国产剧？,63,1
小皮特,https://www.douban.com/people/wonderofchill/,user-stars allstar10 rating,2020/6/12,姆们哈瓦那山歌教一分钱写拔段儿。,2,0
徐李夫人,https://www.douban.com/people/xu77/,user-stars allstar30 rating,2020/6/12,滤镜+1星,0,0
千寻亿选,https://www.douban.com/people/2574034/,,2020/6/12,不配给十五年前的周杰伦提鞋，每个人都要从巅峰下来,1,0
马尔可夫游走,https://www.douban.com/people/Sunny_Sunny/,user-stars allstar20 rating,2020/6/12,写迷迭香的时候剩下的demo翻出来编一编曲就上架了,1,0
彩戏师,https://www.douban.com/people/caixishi/,user-stars allstar30 rating,2020/6/12,咖啡不加糖,1,0
△,https://www.douban.com/people/novocaine/,user-stars allstar10 rating,2020/6/12,不如不出,8,0
甜面人,https://www.douban.com/people/141350096/,user-stars allstar20 rating,2020/6/12,直说了吧，难听。,8,0
哼哼.floweray,https://www.douban.com/people/56922790/,,2020/6/12,我们总在怀念华语乐坛神仙打架的黄金时代，其实也算是对当下废铁时代的无声反叛 其实，回不去的岂止是那个磁带、CD、MP3承载的乐坛,26,1
安雪洋,https://www.douban.com/people/anxueyang/,user-stars allstar30 rating,2020/6/12,这次敷衍得连歌都变短了。这个旋律和唱法是认真的吗……,4,0
吉尔伯特格雷鴜,https://www.douban.com/people/gilbertglaze/,user-stars allstar50 rating,2020/6/12,简介233333333333333333,0,1
恰妮斯虫,https://www.douban.com/people/caorong1023/,user-stars allstar30 rating,2020/6/12,真就是被婚姻生活甜晕的男人呐～,2,0
创世神·刘在石,https://www.douban.com/people/150543635/,user-stars allstar40 rating,2020/6/12,就别和十来二十年前的周杰伦神仙团队比了，说实话降低期待来听还是可以的……继《等你下课》之后两年多的时间里，终于迎来一首虽然亮点不足，但最起码也没啥槽点的单曲（有一说一，没有对比就没有凸显，之前的是真真纯玩票，难听至极）。 这次嗓子也在自己的舒适音域里混，没有暴露倒嗓的缺点。 相比起近年越来越土&油腻&堆积词藻&下坡比Jay还要猛的方文山，阿郎如今依然无负“鬼才”之誉，保持着这种异域浪漫又嬉皮笑闹的风格，水平也徘徊在平均线上。 可惜就是歌曲时长太短，才3min出头。,83,1
Ted,https://www.douban.com/people/49910566/,user-stars allstar30 rating,2020/6/12,特别像印度电影转场时放的背景乐hhhh 还挺想听他写的奶茶歌 （最致命的依旧是审美…）,2,0
JoKerffy,https://www.douban.com/people/zebra200/,user-stars allstar20 rating,2020/6/12,就真的很普通的一首，换几年前看到全在说好听的脑残粉可能会觉得特别恶心，我小时候听的周杰伦可不是这样的。到现在也变得释然了，慢慢接受差异是长大也可能是变老,5,0
shelter,https://www.douban.com/people/IanMonster/,user-stars allstar30 rating,2020/6/12,不难听，但是也仅是偶然在街上听到不会嫌吵的程度,5,1
江湖骗子,https://www.douban.com/people/192719431/,user-stars allstar30 rating,2020/6/12,海星,0,1
玉木大河,https://www.douban.com/people/1282199/,user-stars allstar30 rating,2020/6/12,花钱那是大可不必的。新歌听听热闹就行了。,0,0
下午三點,https://www.douban.com/people/complicated612/,user-stars allstar30 rating,2020/6/12,3.5。被评分吓的赶快去听…不惊艳，但也不难听，有以前的味道呀，比之前的好几首玩票强太多了…,1,1
Tinc0,https://www.douban.com/people/tincochan/,user-stars allstar30 rating,2020/6/12,嘿，我不是搞事啊，这不就是相当于蔡依林唱《日不落》吗。,0,1
沉静内敛绿妞东,https://www.douban.com/people/simoscat/,user-stars allstar20 rating,2020/6/12,这也太普通了吧，没有原创性的曲子加上糖水儿词儿。,3,0
chenbing,https://www.douban.com/people/chenbing/,user-stars allstar30 rating,2020/6/12,rap好听,1,2
Echo,https://www.douban.com/people/appleweiwei/,user-stars allstar40 rating,2020/6/12,想要喝一杯粉甜粉甜的mojito,1,2
jaspertyler350,https://www.douban.com/people/158117875/,user-stars allstar20 rating,2020/6/12,本想想给3星，想到我给了皆可3星，心理学4星，那周董只能扣一星了！只能说周杰伦除了情怀要被搞烂，团队的眼光也是瞎的，试图继续狙击下沉市场，玩弄去年流行的古巴风（但是今年好像已经不太流行了哥哥），顺便夹带个人YouTube频道私货，周杰伦啊周杰伦知道自己为什么这首歌很boring吗？Camila的Havana不boring是因为第一段别人加了Got me feeling like wuhuwuhuwuhuwuhu跳探戈，你倒好，帽子侧着戴就这样蒙混过关？老实说一觉醒来听到周杰伦版本的“我的心里只有你没有他”还挺怪的，上一个让我记起这首歌的是春春李宇春 不爱我就拉倒里周杰伦的自大人格还是一点都没变,4,0
何必在乎我是谁,https://www.douban.com/people/bluezinsser/,user-stars allstar30 rating,2020/6/12,是挺新鲜的曲风，可以听几遍，但不会留下很特别惊艳的感觉。大概这就叫食之无味弃之可惜吧。,0,0
Shawn,https://www.douban.com/people/84110492/,user-stars allstar50 rating,2020/6/12,周杰倫又再一次弄崩音樂平台... 刚听完整体感觉 嗯 是我喜歡的類型了 什麼類型？新的類型,6,0
武萌主0407,https://www.douban.com/people/zihaozai0407/,user-stars allstar30 rating,2020/6/12,听出了《迷迭香》的调调，有火得希望，MV游街风拍得也太差一点了吧。,1,0
Wander-Lust,https://www.douban.com/people/Derek.H/,user-stars allstar40 rating,2020/6/12,一般，但是前奏听着就想去度假了……,0,1
probably小法,https://www.douban.com/people/probably_zhan/,user-stars allstar30 rating,2020/6/12,感觉mv是陪老婆出去玩顺便拍出来的？,3,0
SaberJ,https://www.douban.com/people/148510023/,user-stars allstar30 rating,2020/6/12,近年来的最好一首了 但是也还是陷入另一种形式的流水中（包括MV）,2,0
怀饿明少年别吃,https://www.douban.com/people/122836378/,user-stars allstar30 rating,2020/6/12,节目宣传曲，还可以。,0,1
Hoecakeboy,https://www.douban.com/people/trevort/,user-stars allstar50 rating,2020/6/12,周杰伦唱啥都香～,0,2
滋养丰富风味绝,https://www.douban.com/people/70661414/,user-stars allstar40 rating,2020/6/12,说句实话，周杰伦十五年前或者二十年前的专辑里的歌随便拎一首出来都可以秒杀《Mojito》，但是杰伦的创作巅峰持续了很长一段时间，巅峰后的下坡路这样也还算体面吧。,0,0
那迷不倒的魂儿,https://www.douban.com/people/beiliya6261/,,2020/6/12,这明明是演歌啊哈哈哈哈哈哈快喊冰川清志来唱！,0,0
Debbie王,https://www.douban.com/people/xuanxinxi/,user-stars allstar40 rating,2020/6/12,勾引力太強了，想去古巴，想做粉紅色車,1,2
乍暖,https://www.douban.com/people/134002125/,user-stars allstar10 rating,2020/6/12,和《迷迭香》太像了，纯粉丝向。,5,1
ANáΓKH,https://www.douban.com/people/kid45698/,user-stars allstar30 rating,2020/6/12,没啥惊喜，略显油腻。,2,0
Valen,https://www.douban.com/people/valenyu/,user-stars allstar40 rating,2020/6/12,我觉得可以,0,1
挺饱的,https://www.douban.com/people/215806157/,user-stars allstar30 rating,2020/6/12,全网位数不多的对周总没有粉丝滤镜的人来品品。就是觉得还挺平庸的 ，到很多人说曲风有创新，但是还是招牌周氏唱腔和咬字，然后个人觉得周氏咬字并不太适合这种风格，太闷了，我觉得他的咬字演绎中国风和青少年情歌最合适。歌词的话，真没怎么听清。不知道怎么打分，应该是我下周不会再听的歌，三颗星给情怀吧。,4,1
二番煎じ,https://www.douban.com/people/vamos_revenge/,user-stars allstar20 rating,2020/6/12,听歌就行，别看mv（不要再全宇宙分享你们的购买链接了搞的人逆反心理上来了-1,11,0
麻瓜,https://www.douban.com/people/realmagua/,user-stars allstar40 rating,2020/6/12,听完以后无限循环了迷迭香~,2,0
Coelacanth,https://www.douban.com/people/44478750/,user-stars allstar20 rating,2020/6/12,是真的油腻。继土耳其冰淇淋后又可以看知乎周杰伦粉丝的大片吹捧文章了??,3,0
IceHouseStreet,https://www.douban.com/people/iKarry/,user-stars allstar40 rating,2020/6/12,3.5吧……比之前那几首好……但与他自己原本的水准相比还是差一大截……不过话说回来要一直不断地超越是很困难的事情…,1,0
夜,https://www.douban.com/people/fuyiyouqing/,user-stars allstar40 rating,2020/6/12,又听哭了，MV就很简单地在古巴街头漫步、唱歌、弹奏、兜风，有种返璞归真的感觉，还没有女主角（。,1,2
三日月雫,https://www.douban.com/people/nicoleyue/,user-stars allstar40 rating,2020/6/12,还是挺可爱的啦,0,2
山山君就是我,https://www.douban.com/people/shanshanjun33/,user-stars allstar40 rating,2020/6/12,跟热评一样。其实我已经很难听出周杰伦歌曲的好坏，很难摘掉有色眼镜客观地评价。反正都要听就对了。不过听起来有一点很久以前《迷迭香》的调调。,47,1
唱.跳.RAP.种瓜,https://www.douban.com/people/av/,user-stars allstar30 rating,2020/6/12,不如上一首单曲,0,0
胡玛嘉,https://www.douban.com/people/56857225/,,2020/6/12,意识到对他的期待已经是好听舒服就行了。蛮好,0,0
恭喜發柴,https://www.douban.com/people/chocolan/,user-stars allstar30 rating,2020/6/12,MV是啥玩意儿 扣一星 这个人现在一副暴发户的气质是咋回事（老子终于会说英语了的那种暴发户）（我听着逆鳞开始哭）（即使这样还是吊打了这个乐坛）（他开心就好）,1,0
竹取（中国版）,https://www.douban.com/people/yiaer/,,2020/6/12,周杰伦最大的功劳大概是教大家正确的读了这个单词，不是摸??头，是摸黑头。?????♂?,2,0
StevenWoops,https://www.douban.com/people/148069437/,user-stars allstar10 rating,2020/6/12,time2??,1,0
西部獭仔,https://www.douban.com/people/42042270/,user-stars allstar20 rating,2020/6/12,其实这首不那么胡搞了，但就因为是认真做的成品还这水平，让人更不能接受。周郎才尽，拍广告挣钱也比您做音乐赚钱更体面。,0,0
?熟透的番茄,https://www.douban.com/people/138332862/,user-stars allstar50 rating,2020/6/12,沒驚喜沒有改變/我已經聽了三年/我告訴外婆/我沒輸/不需要改變。,0,0
Moon,https://www.douban.com/people/amyiwlyf/,user-stars allstar50 rating,2020/6/12,今年终于有了一首甜甜的开心的歌让我无限循环啦！,1,2
小野丽莎,https://www.douban.com/people/174253560/,user-stars allstar40 rating,2020/6/12,三块钱怎么都值啊 可可爱爱想跳舞,1,2
billiedivision,https://www.douban.com/people/billiebo/,user-stars allstar30 rating,2020/6/12,伦哥陪我度过初高中。 起于双节棍 终于牛仔很忙 后面的作品基本就没有再听过。 刚刚看了这首MV 伦哥脸上也都是岁月了。,0,0
mavis,https://www.douban.com/people/ecowhite/,user-stars allstar40 rating,2020/6/12,为什么开头半分钟我听出了美少女战士《月光传说》的感觉？可能是前几首太烂了，出一个稍微正常点的我就想给3.5了。mv是真油腻啊，背景里花花绿绿的小房子看得我好想再去一次Old San Juan顺便刷一发古巴。,1,1
Fan要坚强,https://www.douban.com/people/deadcolour/,user-stars allstar30 rating,2020/6/12,有点sad这歌不也就是迷迭香的水平吗怎么至于全网扛把子,1,0
蒜托,https://www.douban.com/people/suantuo/,user-stars allstar50 rating,2020/6/12,咖啡糖别多，因为她很甜，这词真的太土味了，但我真的可以！,0,2
螂君一本正经,https://www.douban.com/people/muzhizhanglang/,user-stars allstar40 rating,2020/6/12,MV看出陈赫感觉是怎么回事。。,2,1
随便改个名,https://www.douban.com/people/twofatttttttt/,user-stars allstar40 rating,2020/6/12,杰臭的爱情歌越来越油腻（却好听），也许这就是人到中年吧,1,1
木木木小锦,https://www.douban.com/people/muxiaojin/,user-stars allstar30 rating,2020/6/12,真宽容,2,0
Overflow,https://www.douban.com/people/119301053/,user-stars allstar30 rating,2020/6/12,无论如何比他前几首强，但这种程度的“好听”与“新奇”对周杰伦来说还是太没挑战了。MV观后感就是古巴风景很好，一定要去旅游一趟。,1,1
红月,https://www.douban.com/people/147328865/,user-stars allstar30 rating,2020/6/12,嗯……,2,1
negetive2,https://www.douban.com/people/negetive2/,user-stars allstar30 rating,2020/6/12,及格,1,1
Seewhywhy,https://www.douban.com/people/seewhywhy/,user-stars allstar40 rating,2020/6/12,正常水平,1,1
Bill,https://www.douban.com/people/Remniscer/,user-stars allstar50 rating,2020/6/12,两星给周董三星给S.，青春大概在肖邦以后就逝去了……,1,0
八卦黄大仙,https://www.douban.com/people/hjlwqx/,user-stars allstar40 rating,2020/6/12,来呀，吃狗粮啊,3,0
赫索格,https://www.douban.com/people/jorianxu/,user-stars allstar30 rating,2020/6/12,谈好不好听其实没啥意义，人到中年世界会越来越小，陪伴就好吧。,2,1
七里香名字很美,https://www.douban.com/people/154792241/,user-stars allstar50 rating,2020/6/12,前奏挺好，有点拉丁，有点随性 我去，这rap神了，比起手写的从前也不遑多让啊，绝了,131,2
嘛嘛嘛嘛啊,https://www.douban.com/people/164867279/,user-stars allstar30 rating,2020/6/12,跟现在的华语乐坛带头人们比五星，跟他自己比也就三星水平,4,1
天草流云ヒカル,https://www.douban.com/people/Charlotteryu/,user-stars allstar30 rating,2020/6/12,不是那个味了啊我觉得，还不如奶茶歌好听呢,0,0
宙斯的大猩猩,https://www.douban.com/people/183125452/,user-stars allstar20 rating,2020/6/12,比前几首好多了，但是，全在意料之中，没得惊喜,3,1
RealityBites,https://www.douban.com/people/yeslie/,user-stars allstar30 rating,2020/6/12,比前几首还是好多了。,1,1
road,https://www.douban.com/people/63995689/,user-stars allstar40 rating,2020/6/12,不夸张的说，我认为这是床边故事之后最好听的一首，胜在编曲。尽管知道周董的才华还是在的，再不出好歌，真的要疲了,1,1
津五渡,https://www.douban.com/people/jinwudu/,user-stars allstar40 rating,2020/6/12,可能不会有惊喜感，但用这个来要求周杰伦就有点苛求，一个几乎在各种曲风都到过巅峰的人，很难再超越巅峰的自己。但是，会让人回到他巅峰的那个年岁，就很美好。我觉得很好听。,3,1
连城易脆,https://www.douban.com/people/57298438/,user-stars allstar50 rating,2020/6/12,这是属于周杰伦刷屏的一天...这次单曲的质量明显回升了很多，中间的那段rap确实相当不错，爷的青春都回来了。不过看歌词曲风依然是虐狗恋爱甜歌，可能不少人不会买账，毕竟现在很多人生计都难以着落吧。1分钟销量7万张，9小时销量200万张，我伦影响力依旧，只是微博热搜停更，没法上热搜了，哈哈哈。希望早点出专辑，真的等太久了！！！,1,2
Monica??,https://www.douban.com/people/138950317/,user-stars allstar30 rating,2020/6/12,对于周杰伦来说异域情调并不新鲜：嘻哈RAP?佛朗明戈《窃爱》，巴萨诺瓦?流行爵士《迷迭香》，美式民谣《牛仔很忙》，古印度风《蛇舞》等等，20年之间已经玩了一整圈，谁能想到多年过后的新粉还是很吃这一套。这首《Mojito》在周杰伦曲库算不得优秀，但是一上线也能成为某瓣9.5分的"神作"，可见华语乐坛如今只能看"铁铸的招牌"。,3,0
草莓没有心,https://www.douban.com/people/biubangbang/,user-stars allstar40 rating,2020/6/12,还行 但都没有单曲循环的那种冲动,2,1
我亦鬼也,https://www.douban.com/people/Baronera/,user-stars allstar30 rating,2020/6/12,耳熟能详，前奏我觉得似曾相识……,0,0
隙間風の徒然,https://www.douban.com/people/annusmirabilis/,user-stars allstar40 rating,2020/6/12,周杰伦早就没那么个性鲜明了，这首歌也是图个快乐，那反正是挺快乐的。哈瓦那好美！,1,0
Neski.,https://www.douban.com/people/loveasondepp/,user-stars allstar50 rating,2020/6/12,梦回迷迭香红模仿,3,0
綺麗。,https://www.douban.com/people/liuniancherry/,user-stars allstar40 rating,2020/6/12,有一講一……這首聽起來還是比較走心的，雖然有迷迭香的味道（喂。,1,1
平井桃伽,https://www.douban.com/people/lhc-creep/,user-stars allstar10 rating,2020/6/12,就这？,1,0
dead猪3,https://www.douban.com/people/zhu3/,user-stars allstar20 rating,2020/6/12,比演唱会质量当然还是高点,0,0
Fallingforyou,https://www.douban.com/people/1386491/,user-stars allstar50 rating,2020/6/12,新曲风，但是依然喜欢Rap,41,2
老范,https://www.douban.com/people/58304733/,user-stars allstar30 rating,2020/6/12,曲子像是去古巴旅游途中随手写出来的，属于玩票性质，没达到正常水准，比类似风格的《迷迭香》《乌克丽丽》差了不少。mv也像是在当地随手拍出来的，歌词吹了半天女神，结果全程没有半个女人，只看到周董带上几个跟班叫上几个土著大叔在街头弹琴尬舞，再比几个土味手势，时隔大半年的一首单曲就这么敷衍过去了。,2,0
babelsry,https://www.douban.com/people/203045936/,user-stars allstar30 rating,2020/6/12,中间吹的乐器不知道是啥 太像《havana》了,2,0
吉良吉影,https://www.douban.com/people/190699569/,user-stars allstar30 rating,2020/6/12,就还好,2,1
folles,https://www.douban.com/people/folles/,,2020/6/12,说实话，你还记得第一次听周杰伦歌第一次认识周杰伦的时候对他什么感觉吗？十几年前我肯定不会想到｀｀｀这人四十岁是这个亚子。这首比之前几个单曲好像好点，mv的滤镜调色真是｀｀｀｀真好啊有钱就可以去古巴玩一玩弄一弄自己喜欢的复古车，画画绿绿拍个vlog｀｀｀｀｀｀这几年其实我听了很多古巴音乐那叫啥风mambo,1,0
LIONSONG,https://www.douban.com/people/constantinechia/,user-stars allstar20 rating,2020/6/12,伦伦你MV里能不能把你那些丑八怪朋友都支走啊！真的有碍观瞻！,1,0
shuibuzhao,https://www.douban.com/people/160190843/,user-stars allstar20 rating,2020/6/12,难听版本的迷迭香,2,0
April7,https://www.douban.com/people/Aprilday7/,user-stars allstar30 rating,2020/6/12,还可以 比前两年好多了 词是黄俊郎的 但是怎么还是有股土味情话的感觉,1,0
阿呆,https://www.douban.com/people/135424957/,user-stars allstar40 rating,2020/6/12,铁铸的招牌 错落着就像 一封封城市 献给天空的情书 好美。,0,2
虽然独特,https://www.douban.com/people/hzy0421/,user-stars allstar30 rating,2020/6/12,B- 咖啡、壁画的西式意象对他已不新鲜，但在这里恐怕只是为与“古巴风情”配套而加入的空中楼阁。还是恭喜周杰伦在2020乘上Latin pop的东风,0,0
非编码Postdoc,https://www.douban.com/people/QKeenACl./,user-stars allstar40 rating,2020/6/12,低端流行樂聽眾大膽發言，好聽！,0,2
judyisland,https://www.douban.com/people/judyisland/,user-stars allstar40 rating,2020/6/12,是夏天傍晚的感jio～,0,2
Sue。_梦想,https://www.douban.com/people/Vivian77/,user-stars allstar40 rating,2020/6/12,没必要讲情怀讲期待讲失落，听听就好了。,1,1
Summer,https://www.douban.com/people/jessicazt/,user-stars allstar40 rating,2020/6/12,一早给我伦花了3块钱。。曲子4星其他2星吧。。现在听他的歌都不需要看歌词就能听清了，微微难过惹,1,0
顗礼,https://www.douban.com/people/149152146/,user-stars allstar40 rating,2020/6/12,应该让黄俊郎在MV出镜的，他明明那么可爱,1,1
大道寺知世,https://www.douban.com/people/204982378/,user-stars allstar50 rating,2020/6/12,本人非专业的也不懂乐理那种东西，反正觉得好听就完事了。,1,2
大眼睛,https://www.douban.com/people/jurtaxia/,user-stars allstar50 rating,2020/6/12,超级洗脑，无法自拔,0,2
Cho,https://www.douban.com/people/62893035/,user-stars allstar30 rating,2020/6/12,编曲和Rap还不错，整体无感,0,1
Babylon,https://www.douban.com/people/156253474/,user-stars allstar30 rating,2020/6/12,C+ 同样也是套路化的拉丁风格写作，但确实换一个“汤”就能够在听感上有很大提升！,0,1
马戏团的STONE,https://www.douban.com/people/beijingstone/,user-stars allstar40 rating,2020/6/12,阳光??,0,1
__Stream,https://www.douban.com/people/sunnydaisy04/,user-stars allstar50 rating,2020/6/12,我倫的人氣果然杠杠滴。這已經是近兩年他出的歌里比較好的了吧，我反正滿意啦。蹲個新專輯，我要再去刷演唱會。啦啦啦。,0,2
无敌小鸡腿,https://www.douban.com/people/191184619/,user-stars allstar20 rating,2020/6/12,某些周杰伦的粉丝，跟蔡徐坤、肖站的脑残粉简直一模一样,6,0
偏爱黄油饼干,https://www.douban.com/people/192088009/,user-stars allstar40 rating,2020/6/12,不错嘛,0,2
一栊,https://www.douban.com/people/Beckybooming/,user-stars allstar50 rating,2020/6/12,太可以了。,3,2
陆喜乐日做百题,https://www.douban.com/people/Ech000000000000/,user-stars allstar30 rating,2020/6/12,他好像曾小贤啊（没有谁先谁后的意思，就是像）,0,1
燕仰,https://www.douban.com/people/asyanyang/,user-stars allstar40 rating,2020/6/12,听的是情怀。不过即使是《迷迭香》对我来说也是后来的周杰伦了……,1,0
絶対値対相対値,https://www.douban.com/people/165857045/,user-stars allstar40 rating,2020/6/12,这次终于不划水了…达到了他的正常水准线吧。反正我是能接受。,44,2
颜落寒,https://www.douban.com/people/yanluohan/,user-stars allstar40 rating,2020/6/12,你漫步Havana的笑，有Mojito的味道～,2,2
gnixaijL,https://www.douban.com/people/84854417/,user-stars allstar40 rating,2020/6/12,不喜欢听就爬，秀你妈优越感呢。江郎才尽我都看吐了，一出个歌就是这几句说辞，烦死了。还有那些建议周杰伦退休的人，你自己别听就行了，又非得听，听完了还得来这发泄，个个都是乐评大师。,3,1
小耳朵图吗,https://www.douban.com/people/onshuway/,user-stars allstar30 rating,2020/6/12,看了mv 想念2年前去过的古巴 哈瓦那的老爷车 海滨大道 salsa,0,2
熹以南,https://www.douban.com/people/68718739/,user-stars allstar30 rating,2020/6/12,妈呀，昨晚刚发行评分9分，我怀疑自己听觉出了问题……,1,0
猫四儿,https://www.douban.com/people/2675567/,user-stars allstar30 rating,2020/6/12,三星，味道还是原来的味道。应该是我的口味发生变化了??,1,1
沧浪,https://www.douban.com/people/tsingmr/,user-stars allstar30 rating,2020/6/12,喜欢第二段主歌的rap,0,2
快乐大傻,https://www.douban.com/people/suikz/,user-stars allstar40 rating,2020/6/12,真的不错，热泪盈眶了(?????????)有迷迭香红磨坊的感觉,0,2
Pinkelephant,https://www.douban.com/people/mimielephant/,user-stars allstar30 rating,2020/6/12,美少女 变身！,0,0
Sylvitas,https://www.douban.com/people/Sylvia-Ye/,user-stars allstar40 rating,2020/6/12,应该是他出道以来编曲和唱法最最最最简单的歌了吧。也挺好，毕竟中年人上有老下有小岁月静好就可以不想折腾了,2,0
双向扭曲,https://www.douban.com/people/51034141/,,2020/6/12,想再去一次古巴。在Malecón散步才是正经事,0,2
珂珂,https://www.douban.com/people/oopsphare/,user-stars allstar20 rating,2020/6/12,杰伦很好地诠释了什么是“油腔滑舌，套路死板，狂热自恋，不思上进又喜欢摆谱”的油腻大叔,5,0
波希米亚,https://www.douban.com/people/bohemia/,user-stars allstar30 rating,2020/6/12,很夏日，很杰伦,0,1
Crybaby,https://www.douban.com/people/57818955/,user-stars allstar10 rating,2020/6/12,吐了 我真怀疑这样的周杰伦以前是怎么做出叶惠美的,1,0
tree's shadow,https://www.douban.com/people/zine/,user-stars allstar30 rating,2020/6/12,大家都油腻了呢,1,1
历史的车辙,https://www.douban.com/people/djj6593/,user-stars allstar50 rating,2020/6/12,极少数目前还能听的几首新歌之一，珍惜吧,0,0
???Overboard,https://www.douban.com/people/95983083/,user-stars allstar30 rating,2020/6/12,普通水准。我承认悲伤的复杂的强烈的情绪能够激励创作，但是为什么那么多人把他近年的写歌水平归咎于昆凌的“毒害”？婚姻幸福也有错吗，承认他江郎才尽也没有很难吧。,2,1
Cardinal,https://www.douban.com/people/163158607/,user-stars allstar30 rating,2020/6/12,倒也不必因为唱首Latin pop就开始高潮，框架还是二十年前的流行歌创作思路罢了。,1,0
toishiki,https://www.douban.com/people/toishiki/,user-stars allstar40 rating,2020/6/12,啊我也想去古巴吃肉喝酒,2,2
HsvEvnX,https://www.douban.com/people/juejin/,user-stars allstar30 rating,2020/6/12,比之前那首单曲好点儿……但是……emmm 唉 真的好想念早中期JAY啊！！,0,1
辛普森,https://www.douban.com/people/46087498/,,2020/6/12,江郎才尽真的是个太贬义的词了 谁都不能否认他的才华 那他现在享受人生有啥错了 依旧是男神,2,1
B级同类,https://www.douban.com/people/kildren2013/,user-stars allstar30 rating,2020/6/12,久违的异域风，不过没惊喜且不耐听，中段rap部分比副歌更佳。 MV难看，还不如拍风景…,0,1
杨二史密斯,https://www.douban.com/people/27287283/,user-stars allstar30 rating,2020/6/12,不知道他周围还有人对他说真话不,0,0
是日夏茗,https://www.douban.com/people/159472572/,user-stars allstar30 rating,2020/6/12,rap很好听,0,2
残响死灭,https://www.douban.com/people/Echo-of-Death/,user-stars allstar40 rating,2020/6/12,两个地方拉跨：一是作词，除了口水味儿仍然有点浓之外，最大的问题是歌词前后不连贯，像一根根断线打了一个个结硬是连起来了一样，二是收尾有点不太对，很明显是不知道该怎么结尾，于是只好拿了个臭鸡蛋砸向街边乐队强行结束演出。但是有一说一，这回周董还是回到了魔杰座的水准，拉丁风格至少不会让人心生厌恶。,1,0
小鹿,https://www.douban.com/people/61074856/,user-stars allstar20 rating,2020/6/12,迷迭香？哥哥不行了，你们就讲真话吧。,5,0
不正经的夏夜,https://www.douban.com/people/135880959/,user-stars allstar40 rating,2020/6/12,再这样一首一首往外冒，每年qq红包抢的那点钱迟早要被你薅光,2,0
kido????,https://www.douban.com/people/kido_jpop/,user-stars allstar50 rating,2020/6/12,就是好听！！！！！！想去古巴过夏天！！！！！,1,2
半绝弦,https://www.douban.com/people/75922870/,user-stars allstar20 rating,2020/6/12,老mojito了,11,0
草莓和巧克力,https://www.douban.com/people/67019496/,user-stars allstar50 rating,2020/6/12,这几年 披周杰伦老粉丝衣服的人急增 “周郎才尽”等等之类的话术 还是一点没变,1,1
Metaphor,https://www.douban.com/people/144309115/,user-stars allstar30 rating,2020/6/12,及格作品吧，让我想起迷迭香欸 两者对比一下的话还是有点点可惜，08年演唱会之后Jay的嗓子就回不到以前巅峰状态了www,5,1
?????????????? ????????????,https://www.douban.com/people/177731714/,,2020/6/12,豆瓣評分9.5，友鄰評分5.2.,1,0
姬气猫,https://www.douban.com/people/LivingEveryday/,user-stars allstar30 rating,2020/6/12,rap部分好听但是太短了，其他的部分嘛……emmm 为什么我总觉得蜜汁像倍速版《爱在浪漫中舞蹈》？,0,1
Sukipa,https://www.douban.com/people/sodasis/,user-stars allstar20 rating,2020/6/12,新作基本不再有说服力了,3,0
Monet Shaw,https://www.douban.com/people/57087441/,user-stars allstar20 rating,2020/6/12,谁能抵得住恰烂??呢,3,0
好养活,https://www.douban.com/people/47941742/,,2020/6/12,算是近几年来最能听的了。。。,0,1
中野独人,https://www.douban.com/people/imad/,user-stars allstar30 rating,2020/6/12,这种歌他脑子里每天能写一百首,1,0
钟方源,https://www.douban.com/people/zfycn/,user-stars allstar40 rating,2020/6/12,只能说与之前的单曲相比，这首勉强达到正常水平，异域风情加持下，传统的编曲焕发了新的感觉，保证了基本的质量。算是这几年单曲中的最佳。,0,1
igr?konze,https://www.douban.com/people/lingyun93/,user-stars allstar30 rating,2020/6/12,倒不是差到完全聽不下去……但算了吧 頭起得太好現在天王也比不上當年的毛頭小子了……btw是不是只有我一個人覺得聽著挺像美少女戰士的主題曲？？？,0,1
inkkkkkkk,https://www.douban.com/people/never39/,user-stars allstar20 rating,2020/6/12,调调还行 但也是蜜汁熟悉的感觉 歌词就不评论了- -是这几年的歌里比较好的 但也大可不必用情怀滤镜吹得多么牛皮 确实就是回不去了,3,1
miu's,https://www.douban.com/people/forlian/,user-stars allstar30 rating,2020/6/12,虽然我白嫖，但...,1,0
小怂软糖,https://www.douban.com/people/aoi-enco/,user-stars allstar30 rating,2020/6/12,??,0,0
cactus,https://www.douban.com/people/outside1212/,user-stars allstar40 rating,2020/6/12,小公举现在是爱惨了粉红色吗？歌还真的好唱 听一遍 满脑子都是Havana漫步hhhh,2,0
桃 成蹊,https://www.douban.com/people/performance/,user-stars allstar30 rating,2020/6/12,困苦与孤寂或许才是他才思的源泉吧。,3,0
阿牛,https://www.douban.com/people/summerfan/,user-stars allstar40 rating,2020/6/12,就还蛮好听的，很有夏天的感觉听了心情也不错。,0,2
